city,city_ascii,lat,lng,pop,country,iso2,iso3,province
Yiyang,Yiyang,28.60041058,112.3300321,777304,China,CN,CHN,Hunan
Changde,Changde,29.02999676,111.6800459,993390,China,CN,CHN,Hunan
Shaoyang,Shaoyang,26.99999147,111.2000752,45617,China,CN,CHN,Hunan
Leshan,Leshan,29.56709576,103.7333475,655738.5,China,CN,CHN,Sichuan
Panzhihua,Panzhihua,26.5499931,101.7300073,446298,China,CN,CHN,Sichuan
Fulin,Fulin,29.35000307,102.7167171,1049,China,CN,CHN,Sichuan
Guangyuan,Guangyuan,32.42999595,105.870013,325400,China,CN,CHN,Sichuan
Luzhou,Luzhou,28.87998008,105.380017,1537000,China,CN,CHN,Sichuan
Yibin,Yibin,28.7699868,104.5700406,572055.5,China,CN,CHN,Sichuan
Zhaotang,Zhaotang,27.32038535,103.720015,459200,China,CN,CHN,Yunnan
Lijiang,Lijiang,26.80000368,100.2665824,18445,China,CN,CHN,Yunnan
Yuxi,Yuxi,24.37999636,102.5700077,250077,China,CN,CHN,Yunnan
Dali,Dali,25.70001914,100.1799727,145362.5,China,CN,CHN,Yunnan
Qinhuangdao,Qinhuangdao,39.93036501,119.6200264,881359,China,CN,CHN,Hebei
Langfang,Langfang,39.5203642,116.6799991,694465.5,China,CN,CHN,Hebei
Zhangjiakou,Zhangjiakou,40.83000002,114.9299768,802820.5,China,CN,CHN,Hebei
Tangshan,Tangshan,39.62433718,118.194377,1737974.5,China,CN,CHN,Hebei
Anyang,Anyang,36.07997988,114.3500122,834064.5,China,CN,CHN,Henan
Jiaozuo,Jiaozuo,35.2500047,113.2200036,687270,China,CN,CHN,Henan
Kaifeng,Kaifeng,34.85000327,114.3500122,872000,China,CN,CHN,Henan
Shangqiu,Shangqiu,34.45041526,115.6500362,967109,China,CN,CHN,Henan
Pingdingshan,Pingdingshan,33.73040753,113.2999987,849000,China,CN,CHN,Henan
Xinyang,Xinyang,32.130376,114.0699776,1411944,China,CN,CHN,Henan
Xinxiang,Xinxiang,35.32043968,113.8699898,823300.5,China,CN,CHN,Henan
Luoyang,Luoyang,34.67998781,112.4700752,1552790.5,China,CN,CHN,Henan
Liaoyang,Liaoyang,41.27999839,123.1800158,740945,China,CN,CHN,Liaoning
Dandong,Dandong,40.14360781,124.3935852,750986.5,China,CN,CHN,Liaoning
Yingkow,Yingkow,40.67034568,122.2800191,693079.5,China,CN,CHN,Liaoning
Jinzhou,Jinzhou,41.12036989,121.1000394,780134.5,China,CN,CHN,Liaoning
Fuxin,Fuxin,42.0104706,121.6600052,729525,China,CN,CHN,Liaoning
Benxi,Benxi,41.33038291,123.7500069,923933,China,CN,CHN,Liaoning
Fushun,Fushun,41.86538902,123.8699996,1435323,China,CN,CHN,Liaoning
Jining,Jining,35.40040895,116.5500329,818163.5,China,CN,CHN,Shandong
Weifang,Weifang,36.7204059,119.1001098,973866,China,CN,CHN,Shandong
Taian,Taian,36.19999839,117.1200756,1629000,China,CN,CHN,Shandong
Heze,Heze,35.22998008,115.4500484,796301,China,CN,CHN,Shandong
Laiyang,Laiyang,36.9684011,120.7084354,209797,China,CN,CHN,Shandong
Xinyu,Xinyu,27.80002016,114.9299768,505240,China,CN,CHN,Jiangxi
Ganzhou,Ganzhou,25.91997988,114.9500272,1216134.5,China,CN,CHN,Jiangxi
Jiujiang,Jiujiang,29.72997988,115.9800419,545616,China,CN,CHN,Jiangxi
Changzhou,Changzhou,31.77998395,119.9699792,1138009,China,CN,CHN,Jiangsu
Zhenjiang,Zhenjiang,32.21998293,119.4300122,743276,China,CN,CHN,Jiangsu
Nantong,Nantong,32.0303821,120.8250175,806625.5,China,CN,CHN,Jiangsu
Jiaxing,Jiaxing,30.77040733,120.7499833,727050.5,China,CN,CHN,Zhejiang
Huzhou,Huzhou,30.87037539,120.0999971,694660,China,CN,CHN,Zhejiang
Shaoxing,Shaoxing,30.00037681,120.5700459,599141.5,China,CN,CHN,Zhejiang
Jinhua,Jinhua,29.12004295,119.6499987,617529,China,CN,CHN,Zhejiang
Liaoyuan,Liaoyuan,42.89997703,125.1299743,485898.5,China,CN,CHN,Jilin
Tumen,Tumen,42.9699986,129.8200756,89220,China,CN,CHN,Jilin
Siping,Siping,43.17001223,124.3300232,528811,China,CN,CHN,Jilin
Baicheng,Baicheng,45.62001772,122.8200378,351915.5,China,CN,CHN,Jilin
Wuhai,Wuhai,39.66469647,106.8122294,218427,China,CN,CHN,Nei Mongol
Erenhot,Erenhot,43.66155845,111.9654549,19357,China,CN,CHN,Nei Mongol
Jining,Jining,41.02998781,113.0800122,270236.5,China,CN,CHN,Nei Mongol
Arxan,Arxan,47.18330731,119.9666202,32023,China,CN,CHN,Nei Mongol
Manzhouli,Manzhouli,49.59998151,117.4299792,74214,China,CN,CHN,Nei Mongol
Xilinhot,Xilinhot,43.94433189,116.0443274,116156.5,China,CN,CHN,Nei Mongol
Heihe,Heihe,50.25001935,127.4460087,54923,China,CN,CHN,Heilongjiang
Qitaihe,Qitaihe,45.7999809,130.8500386,397825,China,CN,CHN,Heilongjiang
Yichun,Yichun,47.69994244,128.8999768,443111.5,China,CN,CHN,Heilongjiang
Hegang,Hegang,47.40001243,130.3700162,657833.5,China,CN,CHN,Heilongjiang
Nenjiang,Nenjiang,49.1799813,125.2300199,79685,China,CN,CHN,Heilongjiang
Nehe,Nehe,48.48999758,124.8800154,74937.5,China,CN,CHN,Heilongjiang
Mudangiang,Mudangiang,44.57501691,129.5900122,954957.5,China,CN,CHN,Heilongjiang
Xuanzhou,Xuanzhou,30.9525,118.7552778,866000,China,CN,CHN,Anhui
Zhuhai,Zhuhai,22.2769444,113.5677778,1023000,China,CN,CHN,Guangdong
Xianyang,Xianyang,34.3455556,108.7147222,1126000,China,CN,CHN,Shaanxi
Xiangfan,Xiangfan,32.01999514,112.1300443,765978,China,CN,CHN,Hubei
Suining,Suining,30.5333333,105.5333333,1425000,China,CN,CHN,Sichuan
Lingyuan,Lingyuan,41.24,119.4011111,806000,China,CN,CHN,Liaoning
Weihai,Weihai,37.49997072,122.0999784,356425,China,CN,CHN,Shandong
Yichun,Yichun,27.8333333,114.4,982000,China,CN,CHN,Jiangxi
Yancheng,Yancheng,33.3855556,120.1252778,839000,China,CN,CHN,Jiangsu
Fuyang,Fuyang,30.0533333,119.9519444,771000,China,CN,CHN,Zhejiang
Xiamen,Xiamen,24.44999208,118.080017,1548668.5,China,CN,CHN,Fujian
Nanchong,Nanchong,30.78043256,106.1299971,2174000,China,CN,CHN,Sichuan
Neijiang,Neijiang,29.58037661,105.0500114,1006427,China,CN,CHN,Sichuan
Nanyang,Nanyang,33.00040041,112.5300199,1097766,China,CN,CHN,Henan
Jinxi,Jinxi,40.7503408,120.8299784,1369623.5,China,CN,CHN,Liaoning
Yantai,Yantai,37.53040814,121.4000211,1417666,China,CN,CHN,Shandong
Zaozhuang,Zaozhuang,34.88000144,117.5700223,1164332.5,China,CN,CHN,Shandong
Suzhou,Suzhou,31.30047833,120.620017,1496545.5,China,CN,CHN,Jiangsu
Xuzhou,Xuzhou,34.28001223,117.1800203,1645096.5,China,CN,CHN,Jiangsu
Wuxi,Wuxi,31.57999615,120.2999849,1428823.5,China,CN,CHN,Jiangsu
Jilin,Jilin,43.84997072,126.5500427,2138988.5,China,CN,CHN,Jilin
Zhangye,Zhangye,38.9299868,100.4500337,163478,China,CN,CHN,Gansu
Wuwei,Wuwei,37.92800661,102.6410111,493092,China,CN,CHN,Gansu
Dunhuang,Dunhuang,40.14267763,94.66201493,139225,China,CN,CHN,Gansu
Tianshui,Tianshui,34.60001853,105.9199841,649883.5,China,CN,CHN,Gansu
Dulan,Dulan,36.16658958,98.26660111,50,China,CN,CHN,Gansu
Golmud,Golmud,36.416626,94.88334509,107092,China,CN,CHN,Gansu
Yulin,Yulin,22.62997398,110.1500101,637742.5,China,CN,CHN,Guangxi
Bose,Bose,23.8997156,106.6133268,132942.5,China,CN,CHN,Guangxi
Wuzhou,Wuzhou,23.48002545,111.3200162,354080.5,China,CN,CHN,Guangxi
Lupanshui,Lupanshui,26.59443483,104.8333321,886256,China,CN,CHN,Guizhou
Quanzhou,Quanzhou,24.9000163,118.5799865,823571.5,China,CN,CHN,Fujian
Hefei,Hefei,31.85003135,117.2800142,1711952,China,CN,CHN,Anhui
Suzhou,Suzhou,33.6361111,116.9788889,1964000,China,CN,CHN,Anhui
Zhanjiang,Zhanjiang,21.19998374,110.3800219,1113895,China,CN,CHN,Guangdong
Shaoguan,Shaoguan,24.79997072,113.5799816,674507.5,China,CN,CHN,Guangdong
Xigaze,Xigaze,29.25000917,88.88334957,59314.5,China,CN,CHN,Xizang
Shache,Shache,38.42614158,77.25000281,282391.5,China,CN,CHN,Xinjiang Uygur
Yining,Yining,43.90001935,81.35001094,403489,China,CN,CHN,Xinjiang Uygur
Altay,Altay,47.86659894,88.11662634,140670.5,China,CN,CHN,Xinjiang Uygur
Shizuishan,Shizuishan,39.23327578,106.7690279,109824,China,CN,CHN,Ningxia Hui
Yulin,Yulin,38.28330792,109.7332914,123415,China,CN,CHN,Shaanxi
Ankang,Ankang,32.67998069,109.0200016,1025000,China,CN,CHN,Shaanxi
Houma,Houma,35.61998212,111.2099971,102400,China,CN,CHN,Shanxi
Yueyang,Yueyang,29.38005292,113.1000109,826000,China,CN,CHN,Hunan
Hengyang,Hengyang,26.88002464,112.5900162,887801,China,CN,CHN,Hunan
Mianyang,Mianyang,31.46997703,104.7699768,830068,China,CN,CHN,Sichuan
Xichang,Xichang,27.88001528,102.2999983,253390,China,CN,CHN,Sichuan
Baoshan,Baoshan,25.11997703,99.15000972,925000,China,CN,CHN,Yunnan
Gejiu,Gejiu,23.37997988,103.1500756,142620,China,CN,CHN,Yunnan
Shijianzhuang,Shijianzhuang,38.05001467,114.4799784,2204737,China,CN,CHN,Hebei
Handan,Handan,36.5799752,114.4799784,1494659,China,CN,CHN,Hebei
Anshan,Anshan,41.11502138,122.9400305,1419137.5,China,CN,CHN,Liaoning
Dalian,Dalian,38.92283839,121.6298308,2601153.5,China,CN,CHN,Liaoning
Qingdao,Qingdao,36.08997927,120.3300089,2254122.5,China,CN,CHN,Shandong
Linyi,Linyi,35.07998924,118.329976,1176334.5,China,CN,CHN,Shandong
Huaiyin,Huaiyin,33.58000327,119.0299849,909615,China,CN,CHN,Jiangsu
Wenzhou,Wenzhou,28.0199809,120.6500927,1607836,China,CN,CHN,Zhejiang
Ningbo,Ningbo,29.87997072,121.5500378,1321433.5,China,CN,CHN,Zhejiang
Tongliao,Tongliao,43.61995892,122.2699939,572555,China,CN,CHN,Nei Mongol
Hohhot,Hohhot,40.81997479,111.6599955,1250238.5,China,CN,CHN,Nei Mongol
Chifeng,Chifeng,42.27001548,118.9499898,811827,China,CN,CHN,Nei Mongol
Ulanhot,Ulanhot,46.08001548,122.0800313,203870,China,CN,CHN,Nei Mongol
Hailar,Hailar,49.19998008,119.7000215,221118.5,China,CN,CHN,Nei Mongol
Jiamusi,Jiamusi,46.83002138,130.3500175,784774.5,China,CN,CHN,Heilongjiang
Beian,Beian,48.23900515,126.4820365,154936,China,CN,CHN,Heilongjiang
Daqing,Daqing,46.57995913,125.0000081,948244,China,CN,CHN,Heilongjiang
Jixi,Jixi,45.29995974,130.9700313,684379.5,China,CN,CHN,Heilongjiang
Jiayuguan,Jiayuguan,39.82000999,98.29998409,135337.5,China,CN,CHN,Gansu
Xining,Xining,36.6199986,101.7700048,907765.5,China,CN,CHN,Gansu
Guilin,Guilin,25.2799931,110.280028,818176,China,CN,CHN,Guangxi
Huainan,Huainan,32.62998374,116.9799808,1239327.5,China,CN,CHN,Anhui
Shantou,Shantou,23.37000633,116.6700256,1467486.5,China,CN,CHN,Guangdong
Lhasa,Lhasa,29.64502382,91.10001013,169160,China,CN,CHN,Xizang
Hami,Hami,42.82698407,93.51500484,218960,China,CN,CHN,Xinjiang Uygur
Hotan,Hotan,37.09971092,79.92694535,187865,China,CN,CHN,Xinjiang Uygur
Kashgar,Kashi,39.47633588,75.9699259,472069.5,China,CN,CHN,Xinjiang Uygur
Yinchuan,Yinchuan,38.46797365,106.2730375,657614,China,CN,CHN,Ningxia Hui
Pingxiang,Pingxiang,27.62000531,113.8500427,666561.5,China,CN,CHN,Jiangxi
Qiqihar,Qiqihar,47.34497703,123.9899922,1261682,China,CN,CHN,Heilongjiang
Shenzhen,Shenzhen,22.55237051,114.1221231,4291796,China,CN,CHN,Guangdong
Zibo,Zibo,36.79998761,118.049993,1865385,China,CN,CHN,Shandong
Lanzhou,Lanzhou,36.05602785,103.7920003,2282609,China,CN,CHN,Gansu
Nanning,Nanning,22.81998822,108.3200443,1485394,China,CN,CHN,Guangxi
Guiyang,Guiyang,26.58004295,106.7200386,2416816.5,China,CN,CHN,Guizhou
Chongqing,Chongqing,29.56497703,106.5949816,5214014,China,CN,CHN,Chongqing
Fuzhou,Fuzhou,26.07999595,119.3000459,1892860,China,CN,CHN,Fujian
Guangzhou,Guangzhou,23.1449813,113.3250101,5990912.5,China,CN,CHN,Guangdong
Dongguan,Dongguan,23.0488889,113.7447222,4528000,China,CN,CHN,Guangdong
Xian,Xian,34.27502545,108.8949963,3617406,China,CN,CHN,Shaanxi
Taiyuan,Taiyuan,37.87501243,112.5450577,2817737.5,China,CN,CHN,Shanxi
Wuhan,Wuhan,30.58003135,114.270017,5713603,China,CN,CHN,Hubei
Changsha,Changsha,28.19996991,112.969993,2338969,China,CN,CHN,Hunan
Kunming,Kunming,25.06998008,102.6799751,1977337,China,CN,CHN,Yunnan
Zhengzhou,Zhengzhou,34.75499615,113.6650927,2325062.5,China,CN,CHN,Henan
Shenyeng,Shenyeng,41.80497927,123.4499735,4149596,China,CN,CHN,Liaoning
Jinan,Jinan,36.67498232,116.9950187,2433633,China,CN,CHN,Shandong
Tianjin,Tianjin,39.13002626,117.2000191,5473103.5,China,CN,CHN,Tianjin
Nanchang,Nanchang,28.67999229,115.8799963,2110675.5,China,CN,CHN,Jiangxi
Nanjing,Nanjing,32.05001914,118.7799743,3383005,China,CN,CHN,Jiangsu
Hangzhou,Hangzhou,30.24997398,120.1700187,2442564.5,China,CN,CHN,Zhejiang
Changchun,Changchun,43.86500856,125.3399873,2860210.5,China,CN,CHN,Jilin
Baotou,Baotou,40.65220725,109.8220198,1229664.5,China,CN,CHN,Nei Mongol
Harbin,Harbin,45.74998395,126.6499849,3425441.5,China,CN,CHN,Heilongjiang
Urumqi,Urumqi,43.80501223,87.57500565,1829612.5,China,CN,CHN,Xinjiang Uygur
Chengdu,Chengdu,30.67000002,104.0700195,4036718.5,China,CN,CHN,Sichuan
Beijing,Beijing,39.92889223,116.3882857,9293300.5,China,CN,CHN,Beijing
Shanghai,Shanghai,31.21645245,121.4365047,14797756,China,CN,CHN,Shanghai
Yopal,Yopal,5.346999095,-72.4059986,61029,Colombia,CO,COL,Casanare
San Andres,San Andres,12.56213711,-81.69032658,58257,Colombia,CO,COL,
Sonson,Sonson,5.716613585,-75.31662785,18024.5,Colombia,CO,COL,Antioquia
Sogamoso,Sogamoso,5.719998392,-72.94000289,120071.5,Colombia,CO,COL,Boyacá
Barrancabermeja,Barrancabermeja,7.089992288,-73.84999903,177802,Colombia,CO,COL,Santander
Girardot,Girardot,4.310006937,-74.80999211,121830.5,Colombia,CO,COL,Cundinamarca
Campoalegre,Campoalegre,2.690002461,-75.33001205,17058.5,Colombia,CO,COL,Huila
Tuquerres,Tuquerres,1.089996764,-77.61994979,27081.5,Colombia,CO,COL,Nariño
Mocoa,Mocoa,1.149993102,-76.62998438,22035,Colombia,CO,COL,Putumayo
Cartago,Cartago,4.749980081,-75.91002832,123170,Colombia,CO,COL,Valle del Cauca
Soledad,Soledad,10.92001691,-74.76999455,520704,Colombia,CO,COL,Atlántico
Sabanalarga,Sabanalarga,10.63998232,-74.91998539,65781,Colombia,CO,COL,Atlántico
Arjona,Arjona,10.26003135,-75.34998499,47225,Colombia,CO,COL,Bolívar
Magangue,Magangue,9.229990864,-74.74002222,94912,Colombia,CO,COL,Bolívar
Valledupar,Valledupar,10.47999208,-73.25000981,297627.5,Colombia,CO,COL,Cesar
San Jose del Guaviare,San Jose del Guaviare,2.569983947,-72.63999536,21675,Colombia,CO,COL,Meta
Puerto Lopez,Puerto Lopez,4.089994526,-72.96002751,12163.5,Colombia,CO,COL,Meta
Yarumal,Yarumal,7.030590229,-75.5904871,35315,Colombia,CO,COL,Antioquia
Puerto Berrio,Puerto Berrio,6.480442931,-74.42001591,33194,Colombia,CO,COL,Antioquia
Turbo,Turbo,8.100369892,-76.73997766,42257.5,Colombia,CO,COL,Antioquia
Tunja,Tunja,5.550448017,-73.37002832,139445.5,Colombia,CO,COL,Boyacá
Chiquinquira,Chiquinquira,5.620392068,-73.81994918,49634.5,Colombia,CO,COL,Boyacá
Duitama,Duitama,5.830456766,-73.02004968,96598,Colombia,CO,COL,Boyacá
Ayapel,Ayapel,8.330407531,-75.15002303,23120.5,Colombia,CO,COL,Córdoba
Lorica,Lorica,9.241850605,-75.81600305,46688,Colombia,CO,COL,Córdoba
Socorro,Socorro,6.460340799,-73.26998275,21323.5,Colombia,CO,COL,Santander
Riohacha,Riohacha,11.5403408,-72.90997888,112808.5,Colombia,CO,COL,La Guajira
Armenia,Armenia,4.534282653,-75.68112757,314797.5,Colombia,CO,COL,Quindío
Pereira,Pereira,4.81038983,-75.67999068,504434,Colombia,CO,COL,Risaralda
Honda,Honda,5.190340799,-74.74999577,31813.5,Colombia,CO,COL,Tolima
San Vicente del Caguan,San Vicente del Caguan,2.070376199,-74.64002832,1250,Colombia,CO,COL,Caquetá
Florencia,Florencia,1.610404275,-75.61999435,87599,Colombia,CO,COL,Caquetá
Guapi,Guapi,2.560397968,-77.85998682,13853,Colombia,CO,COL,Cauca
Neiva,Neiva,2.931047179,-75.33024459,318566,Colombia,CO,COL,Huila
Garzon,Garzon,2.210393493,-75.64996668,43027,Colombia,CO,COL,Huila
Ipiales,Ipiales,0.830374368,-77.64999964,93673.5,Colombia,CO,COL,Nariño
Buenaventura,Buenaventura,3.872402425,-77.05045329,246596,Colombia,CO,COL,Valle del Cauca
Tulua,Tulua,4.090382099,-76.21001001,164281.5,Colombia,CO,COL,Valle del Cauca
El Carmen de Bolivar,El Carmen de Bolivar,9.720374368,-75.12999841,54468.5,Colombia,CO,COL,Bolívar
Jurado,Jurado,7.121747456,-77.75640141,2351,Colombia,CO,COL,Chocó
Nuqui,Nuqui,5.685180092,-77.27454844,1487,Colombia,CO,COL,Chocó
Quibdo,Quibdo,5.690413634,-76.66000838,83942,Colombia,CO,COL,Chocó
El Banco,El Banco,9.000340799,-73.98001693,39628.5,Colombia,CO,COL,Magdalena
Cienaga,Cienaga,11.01039899,-74.25000045,109741,Colombia,CO,COL,Magdalena
Sincelejo,Sincelejo,9.290426452,-75.37995732,239787.5,Colombia,CO,COL,Sucre
Tolu,Tolu,9.535837829,-75.57203862,19719.5,Colombia,CO,COL,Sucre
Arauca,Arauca,7.090664082,-70.76163456,46530.5,Colombia,CO,COL,Arauca
Tame,Tame,6.460340799,-71.74002446,25030,Colombia,CO,COL,Arauca
Pamplona,Pamplona,7.390387389,-72.66001998,52917,Colombia,CO,COL,Norte de Santander
Ocana,Ocana,8.240413024,-73.3500037,83401.5,Colombia,CO,COL,Norte de Santander
Orocue,Orocue,4.794551004,-71.34002303,2126.5,Colombia,CO,COL,Casanare
Obando,Obando,3.854039936,-67.90609827,8181.5,Colombia,CO,COL,Guainía
San Martin,San Martin,3.690406513,-73.68998295,12304,Colombia,CO,COL,Meta
Puerto Carreno,Puerto Carreno,6.185034606,-67.49302271,8038.5,Colombia,CO,COL,Vichada
Bello,Bello,6.329986998,-75.5699974,456304.5,Colombia,CO,COL,Antioquia
Monteria,Monteria,8.757539082,-75.8900037,273809,Colombia,CO,COL,Córdoba
Bucaramanga,Bucaramanga,7.1300932,-73.12588302,790410,Colombia,CO,COL,Santander
Ibague,Ibague,4.438913797,-75.2322144,415156,Colombia,CO,COL,Tolima
Popayan,Popayan,2.419993102,-76.61001144,258750,Colombia,CO,COL,Cauca
Santa Marta,Santa Marta,11.24720624,-74.20165715,417211,Colombia,CO,COL,Magdalena
Cucuta,Cucuta,7.920019144,-72.51997685,721772,Colombia,CO,COL,Norte de Santander
Villavicencio,Villavicencio,4.153323994,-73.63499923,348240,Colombia,CO,COL,Meta
Tumaco,Tumaco,1.809978657,-78.80998051,86713,Colombia,CO,COL,Nariño
Manizales,Manizales,5.059986998,-75.52000045,366831,Colombia,CO,COL,Caldas
Pasto,Pasto,1.21360679,-77.28110742,371138.5,Colombia,CO,COL,Nariño
Barranquilla,Barranquilla,10.95998863,-74.79996688,1521245.5,Colombia,CO,COL,Atlántico
Cartagena,Cartagena,10.39973859,-75.51439356,887000,Colombia,CO,COL,Bolívar
Mitu,Mitu,1.198310566,-70.17360844,5917,Colombia,CO,COL,Vaupés
Leticia,Leticia,-4.220015036,-69.93997929,46012.5,Colombia,CO,COL,Amazonas
Medellin,Medellin,6.275003274,-75.57501001,2648489.5,Colombia,CO,COL,Antioquia
Cali,Cali,3.399959126,-76.49996647,2216418,Colombia,CO,COL,Valle del Cauca
Bogota,Bogota,4.596423563,-74.08334396,7052830.5,Colombia,CO,COL,Bogota
Moroni,Moroni,-11.7041577,43.2402441,85785,Comoros,KM,COM,
Madingou,Madingou,-4.164002942,13.55400049,22760,Congo (Brazzaville),CG,COG,Bouenza
Kinkala,Kinkala,-4.355999897,14.76199861,13882,Congo (Brazzaville),CG,COG,Pool
Ewo,Ewo,-0.879598776,14.82001501,7786.5,Congo (Brazzaville),CG,COG,Cuvette-Ouest
Impfondo,Impfondo,1.640376606,18.04002519,20859,Congo (Brazzaville),CG,COG,Likouala
Sembe,Sembe,1.640376606,14.58002966,6396,Congo (Brazzaville),CG,COG,Sangha
Moloundou,Moloundou,2.033737609,15.21668331,12244,Congo (Brazzaville),CG,COG,Sangha
Owando,Owando,-0.47962319,15.91999955,29011,Congo (Brazzaville),CG,COG,Cuvette
Makoua,Makoua,-0.009574362,15.64001664,10335,Congo (Brazzaville),CG,COG,Cuvette
Sibiti,Sibiti,-3.689608135,13.35002722,20950,Congo (Brazzaville),CG,COG,Lékoumou
Mossendjo,Mossendjo,-2.939628073,12.71998816,24583.5,Congo (Brazzaville),CG,COG,Niari
Loubomo,Loubomo,-4.179604066,12.67001705,97929.5,Congo (Brazzaville),CG,COG,Niari
Gamboma,Gamboma,-1.879486065,15.85002966,20877,Congo (Brazzaville),CG,COG,Plateaux
Djambala,Djambala,-2.539600811,14.74999345,9650.5,Congo (Brazzaville),CG,COG,Plateaux
Ouesso,Ouesso,1.609990864,16.05001745,26117.5,Congo (Brazzaville),CG,COG,Sangha
Kayes,Kayes,-4.180017478,13.28000565,60629,Congo (Brazzaville),CG,COG,Bouenza
Pointe-Noire,Pointe-Noire,-4.770007305,11.88003943,602440.5,Congo (Brazzaville),CG,COG,Kouilou
Brazzaville,Brazzaville,-4.259185772,15.28468949,1259445,Congo (Brazzaville),CG,COG,Pool
Buluko,Buluko,-0.756998889,28.52800254,1192,Congo (Kinshasa),CD,COD,Nord-Kivu
Zongo,Zongo,4.330341613,18.61502885,17667,Congo (Kinshasa),CD,COD,Équateur
Libenge,Libenge,3.660434183,18.61998979,17402,Congo (Kinshasa),CD,COD,Équateur
Bongandanga,Bongandanga,1.510358703,21.05002234,2896,Congo (Kinshasa),CD,COD,Équateur
Ikela,Ikela,-1.182939434,23.26657955,291,Congo (Kinshasa),CD,COD,Équateur
Binga,Binga,2.383406188,20.41998328,64639,Congo (Kinshasa),CD,COD,Équateur
Basankusu,Basankusu,1.233708922,19.80002112,52216,Congo (Kinshasa),CD,COD,Équateur
Boende,Boende,-0.219587383,20.8600081,24679.5,Congo (Kinshasa),CD,COD,Équateur
Gbadolite,Gbadolite,4.290369892,21.01994665,35197,Congo (Kinshasa),CD,COD,Équateur
Businga,Businga,3.340376199,20.86998165,31583,Congo (Kinshasa),CD,COD,Équateur
Bosobolo,Bosobolo,4.190375996,19.88001623,8968.5,Congo (Kinshasa),CD,COD,Équateur
Yangambi,Yangambi,0.77037803,24.43002274,18035.5,Congo (Kinshasa),CD,COD,Orientale
Aketi,Aketi,2.740464497,23.7799849,46881,Congo (Kinshasa),CD,COD,Orientale
Mongbwalu,Mongbwalu,1.9504352,30.0332983,2819,Congo (Kinshasa),CD,COD,Orientale
Bafwasende,Bafwasende,1.083847269,27.26659379,149,Congo (Kinshasa),CD,COD,Orientale
Bunia,Bunia,1.560407327,30.24000403,61537,Congo (Kinshasa),CD,COD,Orientale
Wamba,Wamba,2.140423603,27.98996049,82122,Congo (Kinshasa),CD,COD,Orientale
Basoko,Basoko,1.240426858,23.59002234,22953,Congo (Kinshasa),CD,COD,Orientale
Kenge,Kenge,-4.829590231,16.89993974,241,Congo (Kinshasa),CD,COD,Bandundu
Bolobo,Bolobo,-2.159520651,16.23998002,22605.5,Congo (Kinshasa),CD,COD,Bandundu
Kahemba,Kahemba,-7.282928855,19.00001827,45644.5,Congo (Kinshasa),CD,COD,Bandundu
Bulungu,Bulungu,-4.549607321,18.59999101,42310.5,Congo (Kinshasa),CD,COD,Bandundu
Lusanga,Lusanga,-5.582929261,16.51665564,177,Congo (Kinshasa),CD,COD,Bandundu
Mangai,Mangai,-4.039612611,19.53001176,19946,Congo (Kinshasa),CD,COD,Bandundu
Kasongo-Lunda,Kasongo-Lunda,-6.479618715,16.82996985,18748,Congo (Kinshasa),CD,COD,Bandundu
Mushie,Mushie,-3.01962319,16.92004187,24013.5,Congo (Kinshasa),CD,COD,Bandundu
Dibaya,Dibaya,-6.509539369,22.87001461,603,Congo (Kinshasa),CD,COD,Kasaï-Occidental
Mweka,Mweka,-4.839615459,21.5699906,45222,Congo (Kinshasa),CD,COD,Kasaï-Occidental
Luebo,Luebo,-5.349506817,21.41000036,17682.5,Congo (Kinshasa),CD,COD,Kasaï-Occidental
Demba,Demba,-5.509600404,22.25997432,17008.5,Congo (Kinshasa),CD,COD,Kasaï-Occidental
Ilebo,Ilebo,-4.319595521,20.60999752,71125.5,Congo (Kinshasa),CD,COD,Kasaï-Occidental
Moanda,Moanda,-5.922908509,12.35499752,153915,Congo (Kinshasa),CD,COD,Bas-Congo
Kimpese,Kimpese,-5.549597963,14.43332027,10578,Congo (Kinshasa),CD,COD,Bas-Congo
Kasangulu,Kasangulu,-4.579579652,15.17999304,22645,Congo (Kinshasa),CD,COD,Bas-Congo
Mbanza-Ngungu,Mbanza-Ngungu,-5.249616273,14.86001257,141950.5,Congo (Kinshasa),CD,COD,Bas-Congo
Tshela,Tshela,-4.969581687,12.93000118,19896,Congo (Kinshasa),CD,COD,Bas-Congo
Mwenga,Mwenga,-3.038226706,28.43251745,2216,Congo (Kinshasa),CD,COD,Sud-Kivu
Kampene,Kampene,-3.599536114,26.67004106,19719.5,Congo (Kinshasa),CD,COD,Maniema
Kalima,Kalima,-2.509576804,26.43000403,194,Congo (Kinshasa),CD,COD,Maniema
Lubutu,Lubutu,-0.732889385,26.583328,1313,Congo (Kinshasa),CD,COD,Maniema
Kabinda,Kabinda,-6.129614239,24.47999385,37366,Congo (Kinshasa),CD,COD,Kasaï-Oriental
Lubao,Lubao,-5.389556052,25.74999385,26142.5,Congo (Kinshasa),CD,COD,Kasaï-Oriental
Lusambo,Lusambo,-4.969581687,23.4300321,26803,Congo (Kinshasa),CD,COD,Kasaï-Oriental
Gandajika,Gandajika,-6.739602845,23.96002559,105769.5,Congo (Kinshasa),CD,COD,Kasaï-Oriental
Lodja,Lodja,-3.489620342,23.42000688,68244,Congo (Kinshasa),CD,COD,Kasaï-Oriental
